"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 20, 2015","2,128.28","2,126.85","2,132.82","2,123.65","-","0.08%"
"Jul 17, 2015","2,126.64","2,126.80","2,128.91","2,119.88","-","0.11%"
"Jul 16, 2015","2,124.29","2,110.55","2,124.42","2,110.55","-","0.80%"
"Jul 15, 2015","2,107.40","2,109.01","2,114.14","2,102.49","-","-0.07%"
"Jul 14, 2015","2,108.95","2,099.72","2,111.98","2,098.18","-","0.45%"
"Jul 13, 2015","2,099.60","2,080.03","2,100.67","2,080.03","-","1.11%"
"Jul 10, 2015","2,076.62","2,052.74","2,081.31","2,052.74","-","1.23%"
"Jul 09, 2015","2,051.31","2,049.73","2,074.28","2,049.73","-","0.23%"
"Jul 08, 2015","2,046.68","2,077.66","2,077.66","2,044.66","-","-1.67%"
"Jul 07, 2015","2,081.34","2,069.52","2,083.74","2,044.02","-","0.61%"
"Jul 06, 2015","2,068.76","2,073.95","2,078.61","2,058.40","-","-0.39%"
"Jul 02, 2015","2,076.78","2,078.03","2,085.06","2,071.02","-","-0.03%"
"Jul 01, 2015","2,077.42","2,067.00","2,082.78","2,067.00","-","0.69%"
"Jun 30, 2015","2,063.11","2,061.19","2,074.28","2,056.32","-","0.27%"
"Jun 29, 2015","2,057.64","2,098.63","2,098.63","2,056.64","-","-2.09%"
"Jun 26, 2015","2,101.49","2,102.62","2,108.92","2,095.38","-","-0.04%"
"Jun 25, 2015","2,102.31","2,109.96","2,116.04","2,101.78","-","-0.30%"
"Jun 24, 2015","2,108.58","2,123.65","2,125.10","2,108.58","-","-0.74%"
"Jun 23, 2015","2,124.20","2,123.16","2,128.03","2,119.89","-","0.06%"
"Jun 22, 2015","2,122.85","2,112.50","2,129.87","2,112.50","-","0.61%"
"Jun 19, 2015","2,109.99","2,121.06","2,121.64","2,109.45","-","-0.53%"
"Jun 18, 2015","2,121.24","2,101.58","2,126.65","2,101.58","-","0.99%"
"Jun 17, 2015","2,100.44","2,097.40","2,106.79","2,088.86","-","0.20%"
"Jun 16, 2015","2,096.29","2,084.26","2,097.40","2,082.10","-","0.57%"
"Jun 15, 2015","2,084.43","2,091.34","2,091.34","2,072.49","-","-0.46%"
"Jun 12, 2015","2,094.11","2,107.43","2,107.43","2,091.33","-","-0.70%"
"Jun 11, 2015","2,108.86","2,106.24","2,115.02","2,106.24","-","0.17%"
"Jun 10, 2015","2,105.20","2,081.12","2,108.50","2,081.12","-","1.20%"
"Jun 09, 2015","2,080.15","2,079.07","2,085.62","2,072.14","-","0.04%"
"Jun 08, 2015","2,079.28","2,092.34","2,093.01","2,079.11","-","-0.65%"
"Jun 05, 2015","2,092.83","2,095.09","2,100.99","2,085.67","-","-0.14%"
"Jun 04, 2015","2,095.84","2,112.35","2,112.89","2,093.23","-","-0.86%"
"Jun 03, 2015","2,114.07","2,110.64","2,121.92","2,109.61","-","0.21%"
"Jun 02, 2015","2,109.60","2,110.41","2,117.59","2,099.14","-","-0.10%"
"Jun 01, 2015","2,111.73","2,108.64","2,119.15","2,102.54","-","0.21%"
"May 29, 2015","2,107.39","2,120.66","2,120.66","2,104.89","-","-0.63%"
"May 28, 2015","2,120.79","2,122.27","2,122.27","2,112.86","-","-0.13%"
"May 27, 2015","2,123.48","2,105.13","2,126.22","2,105.13","-","0.92%"
"May 26, 2015","2,104.20","2,125.34","2,125.34","2,099.18","-","-1.03%"
"May 22, 2015","2,126.06","2,130.36","2,132.15","2,126.06","-","-0.22%"
"May 21, 2015","2,130.82","2,125.55","2,134.28","2,122.95","-","0.23%"
"May 20, 2015","2,125.85","2,127.79","2,134.72","2,122.59","-","-0.09%"
"May 19, 2015","2,127.83","2,129.45","2,133.02","2,124.50","-","-0.06%"
"May 18, 2015","2,129.20","2,121.30","2,131.78","2,120.01","-","0.30%"
"May 15, 2015","2,122.73","2,122.07","2,123.89","2,116.79","-","0.08%"
"May 14, 2015","2,121.10","2,100.43","2,121.45","2,100.43","-","1.08%"
"May 13, 2015","2,098.48","2,099.62","2,110.19","2,096.04","-","-0.03%"
"May 12, 2015","2,099.12","2,102.87","2,105.06","2,085.57","-","-0.29%"
"May 11, 2015","2,105.33","2,115.56","2,117.69","2,104.58","-","-0.51%"
"May 08, 2015","2,116.10","2,092.13","2,117.66","2,092.13","-","1.35%"
"May 07, 2015","2,088.00","2,079.96","2,092.90","2,074.99","-","0.38%"
"May 06, 2015","2,080.15","2,091.26","2,098.42","2,067.93","-","-0.45%"
"May 05, 2015","2,089.46","2,112.63","2,115.24","2,088.46","-","-1.18%"
"May 04, 2015","2,114.49","2,110.23","2,120.95","2,110.23","-","0.29%"
"May 01, 2015","2,108.29","2,087.38","2,108.41","2,087.38","-","1.09%"
"Apr 30, 2015","2,085.51","2,105.52","2,105.52","2,077.59","-","-1.01%"
"Apr 29, 2015","2,106.85","2,112.49","2,113.65","2,097.41","-","-0.37%"
"Apr 28, 2015","2,114.76","2,108.35","2,116.09","2,094.89","-","0.28%"
"Apr 27, 2015","2,108.92","2,119.29","2,125.92","2,107.04","-","-0.41%"
"Apr 24, 2015","2,117.69","2,112.80","2,120.92","2,112.80","-","0.23%"
"Apr 23, 2015","2,112.93","2,107.21","2,120.49","2,103.19","-","0.24%"
"Apr 22, 2015","2,107.96","2,098.27","2,109.98","2,091.05","-","0.51%"
"Apr 21, 2015","2,097.29","2,102.82","2,109.64","2,094.38","-","-0.15%"
"Apr 20, 2015","2,100.40","2,084.11","2,103.94","2,084.11","-","0.92%"
"Apr 17, 2015","2,081.18","2,102.58","2,102.58","2,072.37","-","-1.13%"
"Apr 16, 2015","2,104.99","2,105.96","2,111.30","2,100.02","-","-0.08%"
"Apr 15, 2015","2,106.63","2,097.82","2,111.91","2,097.82","-","0.51%"
"Apr 14, 2015","2,095.84","2,092.28","2,098.62","2,083.24","-","0.16%"
"Apr 13, 2015","2,092.43","2,102.03","2,107.65","2,092.33","-","-0.46%"
"Apr 10, 2015","2,102.06","2,091.51","2,102.61","2,091.51","-","0.52%"
"Apr 09, 2015","2,091.18","2,081.29","2,093.31","2,074.29","-","0.45%"
"Apr 08, 2015","2,081.90","2,076.94","2,086.69","2,073.30","-","0.27%"
"Apr 07, 2015","2,076.33","2,080.79","2,089.81","2,076.10","-","-0.21%"
"Apr 06, 2015","2,080.62","2,064.87","2,086.99","2,056.52","-","0.66%"
"Apr 02, 2015","2,066.96","2,060.03","2,072.17","2,057.32","-","0.35%"
"Apr 01, 2015","2,059.69","2,067.63","2,067.63","2,048.38","-","-0.40%"
"Mar 31, 2015","2,067.89","2,084.05","2,084.05","2,067.04","-","-0.88%"
"Mar 30, 2015","2,086.24","2,064.11","2,088.97","2,064.11","-","1.22%"
"Mar 27, 2015","2,061.02","2,055.78","2,062.83","2,052.96","-","0.24%"
"Mar 26, 2015","2,056.15","2,059.94","2,067.15","2,045.50","-","-0.24%"
"Mar 25, 2015","2,061.05","2,093.10","2,097.43","2,061.05","-","-1.46%"
"Mar 24, 2015","2,091.50","2,103.94","2,107.63","2,091.50","-","-0.61%"
"Mar 23, 2015","2,104.42","2,107.99","2,114.86","2,104.42","-","-0.17%"
"Mar 20, 2015","2,108.10","2,090.32","2,113.92","2,090.32","-","0.90%"
"Mar 19, 2015","2,089.27","2,098.69","2,098.69","2,085.56","-","-0.49%"
"Mar 18, 2015","2,099.50","2,072.84","2,106.85","2,061.23","-","1.22%"
"Mar 17, 2015","2,074.28","2,080.59","2,080.59","2,065.08","-","-0.33%"
"Mar 16, 2015","2,081.19","2,055.35","2,081.41","2,055.35","-","1.35%"
"Mar 13, 2015","2,053.40","2,064.56","2,064.56","2,041.17","-","-0.61%"
"Mar 12, 2015","2,065.95","2,041.10","2,066.41","2,041.10","-","1.26%"
"Mar 11, 2015","2,040.24","2,044.69","2,050.08","2,039.69","-","-0.19%"
"Mar 10, 2015","2,044.16","2,076.14","2,076.14","2,044.16","-","-1.70%"
"Mar 09, 2015","2,079.43","2,072.25","2,083.49","2,072.21","-","0.39%"
"Mar 06, 2015","2,071.26","2,100.91","2,100.91","2,067.27","-","-1.42%"
"Mar 05, 2015","2,101.04","2,098.54","2,104.25","2,095.22","-","0.12%"
"Mar 04, 2015","2,098.53","2,107.72","2,107.72","2,087.62","-","-0.44%"
"Mar 03, 2015","2,107.78","2,115.76","2,115.76","2,098.26","-","-0.45%"
"Mar 02, 2015","2,117.39","2,105.23","2,117.52","2,104.50","-","0.61%"
"Feb 27, 2015","2,104.50","2,110.88","2,112.74","2,103.75","-","-0.30%"
"Feb 26, 2015","2,110.74","2,113.91","2,113.91","2,103.76","-","-0.15%"
"Feb 25, 2015","2,113.86","2,115.30","2,119.59","2,109.89","-","-0.08%"
"Feb 24, 2015","2,115.48","2,109.10","2,117.94","2,105.87","-","0.28%"
"Feb 23, 2015","2,109.66","2,109.83","2,110.05","2,103.00","-","-0.03%"
"Feb 20, 2015","2,110.30","2,097.65","2,110.61","2,085.44","-","0.61%"
"Feb 19, 2015","2,097.45","2,099.25","2,102.13","2,090.79","-","-0.11%"
"Feb 18, 2015","2,099.68","2,099.16","2,100.23","2,092.15","-","-0.03%"
"Feb 17, 2015","2,100.34","2,096.47","2,101.30","2,089.80","-","0.16%"
"Feb 13, 2015","2,096.99","2,088.78","2,097.03","2,086.70","-","0.41%"
"Feb 12, 2015","2,088.48","2,069.98","2,088.53","2,069.98","-","0.96%"
"Feb 11, 2015","2,068.53","2,068.55","2,073.48","2,057.99","-","-0.00%"
"Feb 10, 2015","2,068.59","2,049.38","2,070.86","2,048.62","-","1.07%"
"Feb 09, 2015","2,046.74","2,053.47","2,056.16","2,041.88","-","-0.42%"
"Feb 06, 2015","2,055.47","2,062.28","2,072.40","2,049.97","-","-0.34%"
"Feb 05, 2015","2,062.52","2,043.45","2,063.55","2,043.45","-","1.03%"
"Feb 04, 2015","2,041.51","2,048.86","2,054.74","2,036.72","-","-0.42%"
"Feb 03, 2015","2,050.03","2,022.71","2,050.30","2,022.71","-","1.44%"
"Feb 02, 2015","2,020.85","1,996.67","2,021.66","1,980.90","-","1.30%"
"Jan 30, 2015","1,994.99","2,019.35","2,023.32","1,993.38","-","-1.30%"
"Jan 29, 2015","2,021.25","2,002.45","2,024.64","1,989.18","-","0.95%"
"Jan 28, 2015","2,002.16","2,032.34","2,042.49","2,001.49","-","-1.35%"
"Jan 27, 2015","2,029.55","2,047.86","2,047.86","2,019.91","-","-1.34%"
"Jan 26, 2015","2,057.09","2,050.42","2,057.62","2,040.97","-","0.26%"
"Jan 23, 2015","2,051.82","2,062.98","2,062.98","2,050.54","-","-0.55%"
"Jan 22, 2015","2,063.15","2,034.30","2,064.62","2,026.38","-","1.53%"
"Jan 21, 2015","2,032.12","2,020.19","2,038.29","2,012.04","-","0.47%"
"Jan 20, 2015","2,022.55","2,020.76","2,028.94","2,004.49","-","0.15%"
"Jan 16, 2015","2,019.42","1,992.25","2,020.46","1,988.12","-","1.34%"
"Jan 15, 2015","1,992.67","2,013.75","2,021.35","1,991.47","-","-0.92%"
"Jan 14, 2015","2,011.27","2,018.40","2,018.40","1,988.44","-","-0.58%"
"Jan 13, 2015","2,023.03","2,031.58","2,056.93","2,008.25","-","-0.26%"
"Jan 12, 2015","2,028.26","2,046.13","2,049.30","2,022.58","-","-0.81%"
"Jan 09, 2015","2,044.81","2,063.45","2,064.43","2,038.33","-","-0.84%"
"Jan 08, 2015","2,062.14","2,030.61","2,064.08","2,030.61","-","1.79%"
"Jan 07, 2015","2,025.90","2,005.55","2,029.61","2,005.55","-","1.16%"
"Jan 06, 2015","2,002.61","2,022.15","2,030.25","1,992.44","-","-0.89%"
"Jan 05, 2015","2,020.58","2,054.44","2,054.44","2,017.34","-","-1.83%"
"Jan 02, 2015","2,058.20","2,058.90","2,072.36","2,046.04","-","-0.03%"
"Dec 31, 2014","2,058.90","2,082.11","2,085.58","2,057.94","-","-1.03%"
"Dec 30, 2014","2,080.35","2,088.49","2,088.49","2,079.53","-","-0.49%"
"Dec 29, 2014","2,090.57","2,087.63","2,093.55","2,085.75","-","0.09%"
"Dec 26, 2014","2,088.77","2,084.30","2,092.70","2,084.30","-","0.33%"
"Dec 24, 2014","2,081.88","2,083.25","2,087.56","2,081.86","-","-0.01%"
"Dec 23, 2014","2,082.17","2,081.48","2,086.73","2,079.77","-","0.17%"
"Dec 22, 2014","2,078.54","2,069.28","2,078.76","2,069.28","-","0.38%"
"Dec 19, 2014","2,070.65","2,061.04","2,077.85","2,061.03","-","0.46%"
"Dec 18, 2014","2,061.23","2,018.98","2,061.23","2,018.98","-","2.40%"
"Dec 17, 2014","2,012.89","1,973.77","2,016.75","1,973.77","-","2.04%"
"Dec 16, 2014","1,972.74","1,986.71","2,016.89","1,972.56","-","-0.85%"
"Dec 15, 2014","1,989.63","2,005.03","2,018.69","1,982.26","-","-0.63%"
"Dec 12, 2014","2,002.33","2,030.36","2,032.25","2,002.33","-","-1.62%"
"Dec 11, 2014","2,035.33","2,027.92","2,055.53","2,027.92","-","0.45%"
"Dec 10, 2014","2,026.14","2,058.86","2,058.86","2,024.26","-","-1.64%"
"Dec 09, 2014","2,059.82","2,056.55","2,060.60","2,034.17","-","-0.02%"
"Dec 08, 2014","2,060.31","2,074.84","2,075.78","2,054.27","-","-0.73%"
"Dec 05, 2014","2,075.37","2,072.78","2,079.47","2,070.81","-","0.17%"
"Dec 04, 2014","2,071.92","2,073.64","2,077.34","2,062.34","-","-0.12%"
"Dec 03, 2014","2,074.33","2,067.45","2,076.28","2,066.65","-","0.38%"
"Dec 02, 2014","2,066.55","2,053.77","2,068.77","2,053.77","-","0.64%"
"Dec 01, 2014","2,053.44","2,065.78","2,065.78","2,049.57","-","-0.68%"
"Nov 28, 2014","2,067.56","2,074.78","2,075.76","2,065.06","-","-0.25%"
"Nov 26, 2014","2,072.83","2,067.36","2,073.29","2,066.62","-","0.28%"
"Nov 25, 2014","2,067.03","2,070.15","2,074.21","2,064.75","-","-0.12%"
"Nov 24, 2014","2,069.41","2,065.07","2,070.17","2,065.07","-","0.29%"
"Nov 21, 2014","2,063.50","2,057.46","2,071.46","2,056.75","-","0.52%"
"Nov 20, 2014","2,052.75","2,045.87","2,053.84","2,040.49","-","0.20%"
"Nov 19, 2014","2,048.72","2,051.16","2,052.14","2,040.37","-","-0.15%"
"Nov 18, 2014","2,051.80","2,041.48","2,056.08","2,041.48","-","0.51%"
"Nov 17, 2014","2,041.32","2,038.29","2,043.07","2,034.46","-","0.07%"
"Nov 14, 2014","2,039.82","2,039.74","2,042.22","2,035.20","-","0.02%"
"Nov 13, 2014","2,039.33","2,039.21","2,046.18","2,030.44","-","0.05%"
"Nov 12, 2014","2,038.25","2,037.75","2,040.33","2,031.95","-","-0.07%"
"Nov 11, 2014","2,039.68","2,038.20","2,041.28","2,035.28","-","0.07%"
"Nov 10, 2014","2,038.26","2,032.01","2,038.70","2,030.17","-","0.31%"
"Nov 07, 2014","2,031.92","2,032.36","2,034.26","2,025.07","-","0.03%"
"Nov 06, 2014","2,031.21","2,023.33","2,031.61","2,015.86","-","0.38%"
"Nov 05, 2014","2,023.57","2,015.29","2,023.77","2,014.42","-","0.57%"
"Nov 04, 2014","2,012.10","2,015.81","2,015.98","2,001.01","-","-0.28%"
"Nov 03, 2014","2,017.81","2,018.21","2,024.46","2,013.68","-","-0.01%"
"Oct 31, 2014","2,018.05","2,001.20","2,018.19","2,001.20","-","1.17%"
"Oct 30, 2014","1,994.65","1,979.49","1,999.40","1,974.75","-","0.62%"
"Oct 29, 2014","1,982.30","1,983.29","1,991.40","1,969.04","-","-0.14%"
"Oct 28, 2014","1,985.05","1,964.14","1,985.05","1,964.14","-","1.19%"
"Oct 27, 2014","1,961.63","1,962.97","1,964.64","1,951.37","-","-0.15%"
"Oct 24, 2014","1,964.58","1,951.59","1,965.27","1,946.27","-","0.71%"
"Oct 23, 2014","1,950.82","1,931.02","1,961.95","1,931.02","-","1.23%"
"Oct 22, 2014","1,927.11","1,941.29","1,949.31","1,926.83","-","-0.73%"
"Oct 21, 2014","1,941.28","1,909.38","1,942.45","1,909.38","-","1.96%"
"Oct 20, 2014","1,904.01","1,885.62","1,905.03","1,882.30","-","0.91%"
"Oct 17, 2014","1,886.76","1,864.91","1,898.16","1,864.91","-","1.29%"
"Oct 16, 2014","1,862.76","1,855.95","1,876.01","1,835.02","-","0.01%"
"Oct 15, 2014","1,862.49","1,874.18","1,874.18","1,820.66","-","-0.81%"
"Oct 14, 2014","1,877.70","1,877.11","1,898.71","1,871.79","-","0.16%"
"Oct 13, 2014","1,874.74","1,905.65","1,912.09","1,874.14","-","-1.65%"
"Oct 10, 2014","1,906.13","1,925.63","1,936.98","1,906.05","-","-1.15%"
"Oct 09, 2014","1,928.21","1,967.68","1,967.68","1,927.56","-","-2.07%"
"Oct 08, 2014","1,968.89","1,935.55","1,970.36","1,925.25","-","1.75%"
"Oct 07, 2014","1,935.10","1,962.36","1,962.36","1,934.87","-","-1.51%"
"Oct 06, 2014","1,964.82","1,970.01","1,977.84","1,958.43","-","-0.16%"
"Oct 03, 2014","1,967.90","1,948.12","1,971.19","1,948.12","-","1.12%"
"Oct 02, 2014","1,946.17","1,945.83","1,952.32","1,926.03","-","0.00%"
"Oct 01, 2014","1,946.16","1,971.44","1,971.44","1,941.72","-","-1.32%"
"Sep 30, 2014","1,972.29","1,978.21","1,985.17","1,968.96","-","-0.28%"
"Sep 29, 2014","1,977.80","1,978.96","1,981.28","1,964.04","-","-0.25%"
"Sep 26, 2014","1,982.85","1,966.22","1,986.37","1,966.22","-","0.86%"
"Sep 25, 2014","1,965.99","1,997.32","1,997.32","1,965.99","-","-1.62%"
"Sep 24, 2014","1,998.30","1,983.34","1,999.79","1,978.63","-","0.78%"
"Sep 23, 2014","1,982.77","1,992.78","1,995.41","1,982.77","-","-0.58%"
"Sep 22, 2014","1,994.29","2,009.08","2,009.08","1,991.01","-","-0.80%"
"Sep 19, 2014","2,010.40","2,012.74","2,019.26","2,006.59","-","-0.05%"
"Sep 18, 2014","2,011.36","2,003.07","2,012.34","2,003.07","-","0.49%"
"Sep 17, 2014","2,001.57","1,999.30","2,010.74","1,993.29","-","0.13%"
"Sep 16, 2014","1,998.98","1,981.93","2,002.28","1,979.06","-","0.75%"
"Sep 15, 2014","1,984.13","1,986.04","1,987.18","1,978.48","-","-0.07%"
"Sep 12, 2014","1,985.54","1,996.74","1,996.74","1,980.26","-","-0.60%"
"Sep 11, 2014","1,997.45","1,992.85","1,997.65","1,985.93","-","0.09%"
"Sep 10, 2014","1,995.69","1,988.41","1,996.66","1,982.99","-","0.36%"
"Sep 09, 2014","1,988.44","2,000.73","2,001.01","1,984.61","-","-0.65%"
"Sep 08, 2014","2,001.54","2,007.17","2,007.17","1,995.60","-","-0.31%"
"Sep 05, 2014","2,007.71","1,998.00","2,007.71","1,990.10","-","0.50%"
"Sep 04, 2014","1,997.65","2,001.67","2,011.17","1,992.54","-","-0.15%"
"Sep 03, 2014","2,000.72","2,003.57","2,009.28","1,998.14","-","-0.08%"
"Sep 02, 2014","2,002.28","2,004.07","2,006.12","1,994.85","-","-0.05%"
"Aug 29, 2014","2,003.37","1,998.45","2,003.38","1,994.65","-","0.33%"
"Aug 28, 2014","1,996.74","1,997.42","1,998.55","1,990.52","-","-0.17%"
"Aug 27, 2014","2,000.12","2,000.54","2,002.14","1,996.20","-","0.00%"
"Aug 26, 2014","2,000.02","1,998.59","2,005.04","1,998.59","-","0.11%"
"Aug 25, 2014","1,997.92","1,991.74","2,001.95","1,991.74","-","0.48%"
"Aug 22, 2014","1,988.40","1,992.60","1,993.54","1,984.76","-","-0.20%"
"Aug 21, 2014","1,992.37","1,986.82","1,994.76","1,986.82","-","0.29%"
"Aug 20, 2014","1,986.51","1,980.46","1,988.57","1,977.68","-","0.25%"
"Aug 19, 2014","1,981.60","1,972.73","1,982.57","1,972.73","-","0.50%"
"Aug 18, 2014","1,971.74","1,958.36","1,971.99","1,958.36","-","0.85%"
"Aug 15, 2014","1,955.06","1,958.87","1,964.04","1,941.50","-","-0.01%"
"Aug 14, 2014","1,955.18","1,947.41","1,955.23","1,947.41","-","0.43%"
"Aug 13, 2014","1,946.72","1,935.60","1,948.41","1,935.60","-","0.67%"
"Aug 12, 2014","1,933.75","1,935.73","1,939.65","1,928.29","-","-0.16%"
"Aug 11, 2014","1,936.92","1,933.43","1,944.90","1,933.43","-","0.28%"
"Aug 08, 2014","1,931.59","1,910.35","1,932.38","1,909.01","-","1.15%"
"Aug 07, 2014","1,909.57","1,923.03","1,928.89","1,904.78","-","-0.56%"
"Aug 06, 2014","1,920.24","1,917.29","1,927.91","1,911.45","-","0.00%"
"Aug 05, 2014","1,920.21","1,936.34","1,936.34","1,913.77","-","-0.97%"
"Aug 04, 2014","1,938.99","1,926.62","1,942.92","1,921.20","-","0.72%"
"Aug 01, 2014","1,925.15","1,929.80","1,937.35","1,916.37","-","-0.29%"
"Jul 31, 2014","1,930.67","1,965.14","1,965.14","1,930.67","-","-2.00%"
"Jul 30, 2014","1,970.07","1,973.21","1,978.90","1,962.42","-","0.01%"
"Jul 29, 2014","1,969.95","1,980.03","1,984.85","1,969.95","-","-0.45%"
"Jul 28, 2014","1,978.91","1,978.25","1,981.52","1,967.31","-","0.03%"
"Jul 25, 2014","1,978.34","1,984.60","1,984.60","1,974.37","-","-0.48%"
"Jul 24, 2014","1,987.98","1,988.07","1,991.39","1,985.79","-","0.05%"
"Jul 23, 2014","1,987.01","1,985.32","1,989.23","1,982.44","-","0.18%"
"Jul 22, 2014","1,983.53","1,975.65","1,986.24","1,975.65","-","0.50%"
"Jul 21, 2014","1,973.63","1,976.93","1,976.93","1,965.77","-","-0.23%"
"Jul 18, 2014","1,978.22","1,961.54","1,979.91","1,960.82","-","1.03%"
"Jul 17, 2014","1,958.12","1,979.75","1,981.80","1,955.59","-","-1.18%"
"Jul 16, 2014","1,981.57","1,976.35","1,983.94","1,975.67","-","0.42%"
"Jul 15, 2014","1,973.28","1,977.36","1,982.52","1,965.34","-","-0.19%"
"Jul 14, 2014","1,977.10","1,969.86","1,979.85","1,969.86","-","0.48%"
"Jul 11, 2014","1,967.57","1,965.76","1,968.67","1,959.63","-","0.15%"
"Jul 10, 2014","1,964.68","1,966.67","1,969.84","1,952.86","-","-0.41%"
"Jul 09, 2014","1,972.83","1,965.10","1,974.15","1,965.10","-","0.46%"
"Jul 08, 2014","1,963.71","1,976.39","1,976.39","1,959.46","-","-0.70%"
"Jul 07, 2014","1,977.65","1,984.22","1,984.22","1,974.88","-","-0.39%"
"Jul 03, 2014","1,985.44","1,975.88","1,985.59","1,975.88","-","0.55%"
"Jul 02, 2014","1,974.62","1,973.06","1,976.67","1,972.58","-","0.07%"
"Jul 01, 2014","1,973.32","1,962.29","1,978.58","1,962.29","-","0.67%"
"Jun 30, 2014","1,960.23","1,960.79","1,964.24","1,958.22","-","-0.04%"
"Jun 27, 2014","1,960.96","1,956.56","1,961.47","1,952.18","-","0.19%"
"Jun 26, 2014","1,957.22","1,959.89","1,959.89","1,944.69","-","-0.12%"
"Jun 25, 2014","1,959.53","1,949.27","1,960.83","1,947.49","-","0.49%"
"Jun 24, 2014","1,949.98","1,961.97","1,968.17","1,948.34","-","-0.64%"
"Jun 23, 2014","1,962.61","1,962.92","1,963.74","1,958.89","-","-0.01%"
"Jun 20, 2014","1,962.87","1,960.45","1,963.91","1,959.17","-","0.17%"
"Jun 19, 2014","1,959.48","1,957.50","1,959.87","1,952.26","-","0.13%"
"Jun 18, 2014","1,956.98","1,942.73","1,957.74","1,939.29","-","0.77%"
"Jun 17, 2014","1,941.99","1,937.15","1,943.69","1,933.55","-","0.22%"
"Jun 16, 2014","1,937.78","1,934.84","1,941.15","1,930.91","-","0.08%"
"Jun 13, 2014","1,936.16","1,930.80","1,937.30","1,927.69","-","0.31%"
"Jun 12, 2014","1,930.11","1,943.35","1,943.35","1,925.78","-","-0.71%"
"Jun 11, 2014","1,943.89","1,949.37","1,949.37","1,940.08","-","-0.35%"
"Jun 10, 2014","1,950.79","1,950.34","1,950.86","1,944.64","-","-0.02%"
"Jun 09, 2014","1,951.27","1,948.97","1,955.55","1,947.16","-","0.09%"
"Jun 06, 2014","1,949.44","1,942.41","1,949.44","1,942.41","-","0.46%"
"Jun 05, 2014","1,940.46","1,928.52","1,941.74","1,922.93","-","0.65%"
"Jun 04, 2014","1,927.88","1,923.06","1,928.63","1,918.60","-","0.19%"
"Jun 03, 2014","1,924.24","1,923.07","1,925.07","1,918.79","-","-0.04%"
"Jun 02, 2014","1,924.97","1,923.87","1,925.88","1,915.98","-","0.07%"
"May 30, 2014","1,923.57","1,920.33","1,924.03","1,916.64","-","0.18%"
"May 29, 2014","1,920.03","1,910.60","1,920.03","1,909.82","-","0.54%"
"May 28, 2014","1,909.78","1,911.77","1,914.46","1,907.30","-","-0.11%"
"May 27, 2014","1,911.91","1,902.01","1,912.28","1,902.01","-","0.60%"
"May 23, 2014","1,900.53","1,893.32","1,901.26","1,893.32","-","0.42%"
"May 22, 2014","1,892.49","1,888.19","1,896.33","1,885.39","-","0.24%"
"May 21, 2014","1,888.03","1,873.34","1,888.80","1,873.34","-","0.81%"
"May 20, 2014","1,872.83","1,884.88","1,884.88","1,868.14","-","-0.65%"
"May 19, 2014","1,885.08","1,876.66","1,886.00","1,872.42","-","0.38%"
"May 16, 2014","1,877.86","1,871.19","1,878.28","1,864.82","-","0.37%"
"May 15, 2014","1,870.85","1,888.16","1,888.16","1,862.36","-","-0.94%"
"May 14, 2014","1,888.53","1,897.13","1,897.13","1,885.77","-","-0.47%"
"May 13, 2014","1,897.45","1,896.75","1,902.17","1,896.06","-","0.04%"
"May 12, 2014","1,896.65","1,880.03","1,897.13","1,880.03","-","0.97%"
"May 09, 2014","1,878.48","1,875.27","1,878.57","1,867.02","-","0.15%"
"May 08, 2014","1,875.63","1,877.39","1,889.07","1,870.05","-","-0.14%"
"May 07, 2014","1,878.21","1,868.53","1,878.83","1,859.79","-","0.56%"
"May 06, 2014","1,867.72","1,883.69","1,883.69","1,867.72","-","-0.90%"
"May 05, 2014","1,884.66","1,879.45","1,885.51","1,866.77","-","0.19%"
"May 02, 2014","1,881.14","1,885.30","1,891.33","1,878.50","-","-0.13%"
"May 01, 2014","1,883.68","1,884.39","1,888.59","1,878.04","-","-0.01%"
"Apr 30, 2014","1,883.95","1,877.10","1,885.20","1,872.69","-","0.30%"
"Apr 29, 2014","1,878.33","1,870.78","1,880.60","1,870.78","-","0.48%"
"Apr 28, 2014","1,869.43","1,865.00","1,877.01","1,850.61","-","0.32%"
"Apr 25, 2014","1,863.40","1,877.72","1,877.72","1,859.70","-","-0.81%"
"Apr 24, 2014","1,878.61","1,881.97","1,884.06","1,870.24","-","0.17%"
"Apr 23, 2014","1,875.39","1,879.32","1,879.75","1,873.91","-","-0.22%"
"Apr 22, 2014","1,879.55","1,872.57","1,884.89","1,872.57","-","0.41%"
"Apr 21, 2014","1,871.89","1,865.79","1,871.89","1,863.18","-","0.38%"
"Apr 17, 2014","1,864.85","1,861.73","1,869.63","1,856.72","-","0.14%"
"Apr 16, 2014","1,862.31","1,846.01","1,862.31","1,846.01","-","1.05%"
"Apr 15, 2014","1,842.98","1,831.45","1,844.02","1,816.29","-","0.68%"
"Apr 14, 2014","1,830.61","1,818.18","1,834.19","1,815.80","-","0.82%"
"Apr 11, 2014","1,815.69","1,830.65","1,835.07","1,814.36","-","-0.95%"
"Apr 10, 2014","1,833.08","1,872.28","1,872.53","1,830.87","-","-2.09%"
"Apr 09, 2014","1,872.18","1,852.64","1,872.43","1,852.38","-","1.09%"
"Apr 08, 2014","1,851.96","1,845.48","1,854.95","1,837.49","-","0.38%"
